Abui;En;zero;pat;loc/ben;rec/goal;Verb
iinri-oonra;grunt;1;0;0;0;iinri-oonra_grunt
ateng;fable;1;0;0;0;ateng_fable
men;wear;1;0;0;0;men_wear
akun;"darken;dark";1;0;0;0;"akun_darken;dark"
lu;valley;1;0;0;0;lu_valley
murui;plant;1;0;0;0;murui_plant
inri;sigh;1;0;0;0;inri_sigh
baabi;strike;1;0;0;0;baabi_strike
mar;cook;1;0;0;0;mar_cook
sinowai;be.under.spell;1;0;0;0;sinowai_be.under.spell
ril;climb;1;0;0;0;ril_climb
finri;grown.up;1;0;0;0;finri_grown.up
miti;sit;1;0;0;0;miti_sit
telang;pull.at.;1;0;0;0;telang_pull.at.
kafola;area;1;0;0;0;kafola_area
kikdi;turn.red;1;0;0;0;kikdi_turn.red
kak;plug;1;0;0;0;kak_plug
miei;come;1;0;0;0;miei_come
towa;complete;1;0;0;0;towa_complete
sakola;"school;study";1;0;0;0;"sakola_school;study"
saasang;alongside;1;0;0;0;saasang_alongside
lek;aim;1;0;0;0;lek_aim
hen;"3.cop;3.cop3.cop";1;0;0;0;"hen_3.cop;3.cop3.cop"
kuopal;stingy;1;0;0;0;kuopal_stingy
kan;be.good;1;0;0;0;kan_be.good
fok;big;1;0;0;0;fok_big
uli;hole;1;0;0;0;uli_hole
nati;stand;1;0;0;0;nati_stand
toohu;mix.together;1;0;0;0;toohu_mix.together
maku;be.silent;1;0;0;0;maku_be.silent
akuun;be.tomorrow;1;0;0;0;akuun_be.tomorrow
rung;dip;1;0;0;0;rung_dip
beekadi;"broken;pass.away";1;0;0;0;"beekadi_broken;pass.away"
mielangdi;scared;1;0;0;0;mielangdi_scared
nu=ng;NO_GLOSS;1;0;0;0;nu=ng_NO_GLOSS
dong;into;1;0;0;0;dong_into
fo;protuberance;1;0;0;0;fo_protuberance
wala;just;1;0;0;0;wala_just
tukol;stick.in;1;0;0;0;tukol_stick.in
maha;"be.anywhere;nest;apparently;be.entering";1;0;0;0;"maha_be.anywhere;nest;apparently;be.entering"
tadei;"sleep;lie";1;0;0;0;"tadei_sleep;lie"
toohalooi;chase;1;0;0;0;toohalooi_chase
takdi;"empty.out;plant";1;0;0;0;"takdi_empty.out;plant"
baleeika;be.around;1;0;0;0;baleeika_be.around
tanaai;do.randomly;1;0;0;0;tanaai_do.randomly
upi;class;1;0;0;0;upi_class
nala;"what;something;do.so;food";1;0;0;0;"nala_what;something;do.so;food"
lol-lol;live;1;0;0;0;lol-lol_live
bukomai;blister;1;0;0;0;bukomai_blister
fui-mia;place;1;0;0;0;fui-mia_place
mahi;"hear;perceive";1;0;0;0;"mahi_hear;perceive"
kaang-kaangdi;do.properly;1;0;0;0;kaang-kaangdi_do.properly
ut;"garden;withdraw";1;0;0;0;"ut_garden;withdraw"
kasingri;cleave;1;0;0;0;kasingri_cleave
ii;put;1;0;0;0;ii_put
tikeen;support.with;1;0;0;0;tikeen_support.with
f;sever;1;0;0;0;f_sever
u;NO_GLOSS;1;0;0;0;u_NO_GLOSS
toi;collect;1;0;0;0;toi_collect
peeka;"be.near;near.to";1;0;0;0;"peeka_be.near;near.to"
yarbaaidi;become.liquid;1;0;0;0;yarbaaidi_become.liquid
kaliekni;mature;1;0;0;0;kaliekni_mature
ket;"prod.with.pole;prod";1;0;0;0;"ket_prod.with.pole;prod"
awen;rich;1;0;0;0;awen_rich
bul;sharp;1;0;0;0;bul_sharp
kika;red;1;0;0;0;kika_red
susadi;cs.pass.away;1;0;0;0;susadi_cs.pass.away
beka;be.bad;1;0;0;0;beka_be.bad
kok;prod;1;0;0;0;kok_prod
pake;use;1;0;0;0;pake_use
tuukda;become.familiar;1;0;0;0;tuukda_become.familiar
lung;long;1;0;0;0;lung_long
fa;"sugar.cane;be";1;0;0;0;"fa_sugar.cane;be"
kadel;split;1;0;0;0;kadel_split
marak;scare;1;0;0;0;marak_scare
sok;"put.next.to;slip.over;miss";1;0;0;0;"sok_put.next.to;slip.over;miss"
takei;bite;1;0;0;0;takei_bite
sak;protect.with.spell;1;0;0;0;sak_protect.with.spell
minaka;be.small;1;0;0;0;minaka_be.small
setang;devil;1;0;0;0;setang_devil
nahadi;vanish;1;0;0;0;nahadi_vanish
dur;like.that;1;0;0;0;dur_like.that
ator;boil.in.water;1;0;0;0;ator_boil.in.water
bale;bamboo;1;0;0;0;bale_bamboo
moopi;pray;1;0;0;0;moopi_pray
on;"make;caus";1;0;0;0;"on_make;caus"
senang;cs.be.content;1;0;0;0;senang_cs.be.content
bek;"bad;sprinkle";1;0;0;0;"bek_bad;sprinkle"
kang;"be.good;good;be.good.";1;0;0;0;"kang_be.good;good;be.good."
panen;make;1;0;0;0;panen_make
fol;make.thin;1;0;0;0;fol_make.thin
ban;carry;1;0;0;0;ban_carry
mane?i;string;1;0;0;0;mane?i_string
mangkaisara;drum;1;0;0;0;mangkaisara_drum
mahoi;together;1;0;0;0;mahoi_together
aleka;quick;1;0;0;0;aleka_quick
yeting;five;1;0;0;0;yeting_five
munuma;"be.fragrant;fragrant";1;0;0;0;"munuma_be.fragrant;fragrant"
madok;breathe.out;1;0;0;0;madok_breathe.out
poku-kaili;shattered;1;0;0;0;poku-kaili_shattered
kanakda;every;1;0;0;0;kanakda_every
tatokdi;halt;1;0;0;0;tatokdi_halt
tukdi;break.off;1;0;0;0;tukdi_break.off
pas;touch.along.;1;0;0;0;pas_touch.along.
bulri;protrude;1;0;0;0;bulri_protrude
ruwol;chicken;1;0;0;0;ruwol_chicken
tool;crawl;1;0;0;0;tool_crawl
ari;appear;1;0;0;0;ari_appear
patia;be.swollen;1;0;0;0;patia_be.swollen
laina;spread.on;1;0;0;0;laina_spread.on
ko?i;cut.in;1;0;0;0;ko?i_cut.in
kaandi;become.good;1;0;0;0;kaandi_become.good
ku;melon;1;0;0;0;ku_melon
ayong;swim;1;0;0;0;ayong_swim
tadi;slice;1;0;0;0;tadi_slice
nuknukda;disturb;1;0;0;0;nuknukda_disturb
tur;"spoon.up;take.out";1;0;0;0;"tur_spoon.up;take.out"
fakdi;break.down;1;0;0;0;fakdi_break.down
nuku;one;1;0;0;0;nuku_one
p;touch;1;0;0;0;p_touch
teak;watch;1;0;0;0;teak_watch
tu?r;take.out;1;0;0;0;tu?r_take.out
takat;"dry.out;dry";1;0;0;0;"takat_dry.out;dry"
maraan;come.up;1;0;0;0;maraan_come.up
natetdi;build;1;0;0;0;natetdi_build
pi;"1pia;1pl.i;1pl.incl.agt";1;0;0;0;"pi_1pia;1pl.i;1pl.incl.agt"
la;"be;mod";1;0;0;0;"la_be;mod"
afei-afeida;become.late.afternoon;1;0;0;0;afei-afeida_become.late.afternoon
ko;soon;1;0;0;0;ko_soon
kin;stomach;1;0;0;0;kin_stomach
samadi;with;1;0;0;0;samadi_with
te;"where;incp.c;inch";1;0;0;0;"te_where;incp.c;inch"
tai;"be.on;put.on;heal;on;treat.disease";1;0;0;0;"tai_be.on;put.on;heal;on;treat.disease"
kowal;miss;1;0;0;0;kowal_miss
ting;skewer;1;0;0;0;ting_skewer
to;NO_GLOSS;1;0;0;0;to_NO_GLOSS
naladi;do.such;1;0;0;0;naladi_do.such
lil;hot;1;0;0;0;lil_hot
baleei;banana;1;0;0;0;baleei_banana
fuisa;erupt;1;0;0;0;fuisa_erupt
melang;village;1;0;0;0;melang_village
rula;slippery;1;0;0;0;rula_slippery
afung;pregnant;1;0;0;0;afung_pregnant
kik;red;1;0;0;0;kik_red
iping;coconut.oil;1;0;0;0;iping_coconut.oil
munuk;massage;1;0;0;0;munuk_massage
taka;"only;be.empty;be.only";1;0;0;0;"taka_only;be.empty;be.only"
se;incp.i;1;0;0;0;se_incp.i
ming-luol;hate;1;0;0;0;ming-luol_hate
kawaisa;rich;1;0;0;0;kawaisa_rich
kiding;small;1;0;0;0;kiding_small
hal;happen.like.dst;1;0;0;0;hal_happen.like.dst
madiya;and.on.the.contrary;1;0;0;0;madiya_and.on.the.contrary
piyeili;dream;1;0;0;0;piyeili_dream
sama;"be.with;with;same";1;0;0;0;"sama_be.with;with;same"
baleng;cook.in.bamboo;1;0;0;0;baleng_cook.in.bamboo
toohaloi;chase;1;0;0;0;toohaloi_chase
tayaar;give.birth;1;0;0;0;tayaar_give.birth
kaleba;"be.left.out;odd";1;0;0;0;"kaleba_be.left.out;odd"
siyei;"come.down;arrive";1;0;0;0;"siyei_come.down;arrive"
tek;"clear.by.cutting;slide;dry.in.sun;cut.roll";1;0;0;0;"tek_clear.by.cutting;slide;dry.in.sun;cut.roll"
ring;out;1;0;0;0;ring_out
maran;come.up;1;0;0;0;maran_come.up
yeng;how.much;1;0;0;0;yeng_how.much
piei;go.down;1;0;0;0;piei_go.down
mook;pray;1;0;0;0;mook_pray
poku;"split;be.split";1;0;0;0;"poku_split;be.split"
feng;"injure;hit";1;0;0;0;"feng_injure;hit"
towadi;complete;1;0;0;0;towadi_complete
o;"quantized;NO_GLOSS;md.l;point;nmlz";1;0;0;0;"o_quantized;NO_GLOSS;md.l;point;nmlz"
hanah;put.between;1;0;0;0;hanah_put.between
wil;make.like.md;1;0;0;1;wil_make.like.md
mitdi;seat;1;0;0;1;mitdi_seat
yokung;be.inflamed;1;0;0;1;yokung_be.inflamed
w;"away;leave";1;0;0;1;"w_away;leave"
arar;burn.off;1;0;0;1;arar_burn.off
k;"bring;throw;move";1;0;0;1;"k_bring;throw;move"
miyei;come;1;0;0;1;miyei_come
hanaha;"between;be.between";1;0;0;1;"hanaha_between;be.between"
bikil;"be.left;left";1;0;0;1;"bikil_be.left;left"
takii;"escape;run;escape.from.memory";1;0;0;1;"takii_escape;run;escape.from.memory"
nar;"make.like.prx;do.so";1;0;0;1;"nar_make.like.prx;do.so"
puini;spit.at;1;0;0;1;puini_spit.at
kaan;"finish;good;complete";1;0;0;1;"kaan_finish;good;complete"
ma;"ripe;edible;mod;be.prox;be;probably;be.edible";1;0;0;1;"ma_ripe;edible;mod;be.prox;be;probably;be.edible"
aliek;"boil.with;boil.together";1;0;0;1;"aliek_boil.with;boil.together"
kaangdi;"like;recover.from.disease";1;0;0;1;"kaangdi_like;recover.from.disease"
puina;spit;1;0;0;1;puina_spit
pang;"think;feel;towards";1;0;0;1;"pang_think;feel;towards"
stel;set.up;1;0;0;1;stel_set.up
kaleng;"avoid;refuse";1;0;0;1;"kaleng_avoid;refuse"
burok;"disturb;move";1;0;0;1;"burok_disturb;move"
maleling;be.itchy;1;0;0;1;maleling_be.itchy
ayoku;two;1;0;0;1;ayoku_two
buut;consume;1;0;0;1;buut_consume
aisa;urinate;1;0;0;1;aisa_urinate
fala;house;1;0;1;0;fala_house
tili;hang;1;0;1;0;tili_hang
tehi;dig;1;0;1;0;tehi_dig
m;"be.in;with;in";1;0;1;0;"m_be.in;with;in"
marai;hunger;1;0;1;0;marai_hunger
rurung;"be.very.severe;be.severe";1;0;1;0;"rurung_be.very.severe;be.severe"
foka;"be.big;big;glory";1;0;1;0;"foka_be.big;big;glory"
fak;break;1;0;1;0;fak_break
marakdi;"scare.pfvsim;scared.of;scare";1;0;1;0;"marakdi_scare.pfvsim;scared.of;scare"
mii;"take;take.away";1;0;1;0;"mii_take;take.away"
maama;father;1;0;1;0;maama_father
fukang;guard;1;0;1;0;fukang_guard
baab;strike;1;0;1;0;baab_strike
re;"try;reach;start;or";1;0;1;0;"re_try;reach;start;or"
manehi;replace;1;0;1;0;manehi_replace
walia;"pour.into;pour";1;0;1;0;"walia_pour.into;pour"
ananri;"talk;narrate;talk.about";1;0;1;0;"ananri_talk;narrate;talk.about"
kira;"hard;be.hard";1;0;1;0;"kira_hard;be.hard"
matak;rage;1;0;1;0;matak_rage
tabot;send;1;0;1;0;tabot_send
n;"3a;be.like.;change;3.loc-;see;like";1;0;1;0;"n_3a;be.like.;change;3.loc-;see;like"
ariida;appear;1;0;1;0;ariida_appear
falak;bright;1;0;1;0;falak_bright
di;"see;3a;-;get;3.agt";1;0;1;0;"di_see;3a;-;get;3.agt"
lilri;"heat.up;heat";1;0;1;0;"lilri_heat.up;heat"
buoka;"in;be.far;far";1;0;1;0;"buoka_in;be.far;far"
tukon;"cut;cut.up";1;0;1;0;"tukon_cut;cut.up"
balik;sell;1;0;1;0;balik_sell
naha;"not;neg;be.absent";1;0;1;0;"naha_not;neg;be.absent"
lunga;"long;be.long";1;0;1;0;"lunga_long;be.long"
yelra;go.insane;1;0;1;0;yelra_go.insane
toku;leg;1;0;1;0;toku_leg
iti;"lie.on;that;cop";1;0;1;0;"iti_lie.on;that;cop"
ni;"be.like.this;be.like.prx;like.prx;1pl.excl";1;0;1;0;"ni_be.like.this;be.like.prx;like.prx;1pl.excl"
tahaai;search;1;0;1;0;tahaai_search
padak;stick.on;1;0;1;0;padak_stick.on
akeng;threaten;1;0;1;0;akeng_threaten
fangi;"seq;tell.to;tell;neg;throwtell.pfvsim;request;tell.about;say";1;0;1;0;"fangi_seq;tell.to;tell;neg;throwtell.pfvsim;request;tell.about;say"
nu;"spc;-;be.like.prx;be.like";1;0;1;0;"nu_spc;-;be.like.prx;be.like"
tihai;heavy;1;0;1;0;tihai_heavy
e;"add;NO_GLOSS;it.is;move";1;0;1;0;"e_add;NO_GLOSS;it.is;move"
t;"-pnct;feed;on;lie";1;0;1;0;"t_-pnct;feed;on;lie"
marang;come.up;1;0;1;0;marang_come.up
marei;go.up;1;0;1;0;marei_go.up
waha;like;1;0;1;0;waha_like
fakda;"break.down;chop";1;0;1;0;"fakda_break.down;chop"
hu;"NO_GLOSS;be.like.dst";1;0;1;0;"hu_NO_GLOSS;be.like.dst"
buok;far;1;0;1;0;buok_far
ba;"purp;lnk;top;rel;carry;report;be;sim;say";1;0;1;0;"ba_purp;lnk;top;rel;carry;report;be;sim;say"
i?;"put;NO_GLOSS;then";1;0;1;0;"i?_put;NO_GLOSS;then"
dowir;"do.lile.prx;do.like.prx";1;0;1;0;"dowir_do.lile.prx;do.like.prx"
ahel;"breathe;sniff";1;0;1;0;"ahel_breathe;sniff"
kaliekna;"mature;become.old";1;0;1;1;"kaliekna_mature;become.old"
wir;"be.like.that;make.like.md";1;0;1;1;"wir_be.like.that;make.like.md"
ananra;"talk;talk.about;tell";1;0;1;1;"ananra_talk;talk.about;tell"
aisi;urinate;1;0;1;1;aisi_urinate
laak;"return;go;leave.for";1;0;1;1;"laak_return;go;leave.for"
saai;come.down;1;0;1;1;saai_come.down
bol;hit;1;0;1;1;bol_hit
wi;"be.like.md;like.md;be.like.that;as";1;0;1;1;"wi_be.like.md;like.md;be.like.that;as"
panei;"touch;examine";1;0;1;1;"panei_touch;examine"
beeka;"bad;be.excessive;be.bad;harm;extraordinary;cannot";1;0;1;1;"beeka_bad;be.excessive;be.bad;harm;extraordinary;cannot"
tilak;"hang;hang.up;hanging";1;0;1;1;"tilak_hang;hang.up;hanging"
balasi;"beat;strike";1;0;1;1;"balasi_beat;strike"
lohu;"long;bark";1;0;1;1;"lohu_long;bark"
yongfi;"asleep;forget";1;1;0;0;"yongfi_asleep;forget"
rik;"hurt;ill";1;1;0;0;"rik_hurt;ill"
ar;burn;1;1;0;0;ar_burn
na;"1sa;be.like.this;like.prx;1sg.agt;be.like";1;1;0;0;"na_1sa;be.like.this;like.prx;1sg.agt;be.like"
ie??ng;see;1;1;0;0;ie??ng_see
lak;"mark;break.down;leave.for";1;1;0;0;"lak_mark;break.down;leave.for"
ber;"pull;fight";1;1;0;0;"ber_pull;fight"
mon;"snake;kill;die";1;1;0;0;"mon_snake;kill;die"
da;"hold;get;cassava.sp;join";1;1;0;0;"da_hold;get;cassava.sp;join"
bui;"short;be.short";1;1;0;0;"bui_short;be.short"
waida;"invert;flame.up;suffer.high.fever";1;1;0;0;"waida_invert;flame.up;suffer.high.fever"
wai;"turn.over;answer;turn";1;1;0;0;"wai_turn.over;answer;turn"
haa;"be.affected.like;like.dst";1;1;0;0;"haa_be.affected.like;like.dst"
bang;"put.on;shoulder;carry.on.shoulder;carry";1;1;0;0;"bang_put.on;shoulder;carry.on.shoulder;carry"
wot;"hack;throw";1;1;0;0;"wot_hack;throw"
kul;"3a;must;white;throw;skin";1;1;0;0;"kul_3a;must;white;throw;skin"
mo?n;"reportdie;die";1;1;0;0;"mo?n_reportdie;die"
bok;"inform;make.hole;poke.out";1;1;0;0;"bok_inform;make.hole;poke.out"
luuk;"dance;fold";1;1;0;0;"luuk_dance;fold"
bo;communicate;1;1;0;0;bo_communicate
kur;"throw;jump";1;1;0;0;"kur_throw;jump"
ie?nglaka;know;1;1;0;0;ie?nglaka_know
reng;"direct;face.at;turn.at";1;1;0;0;"reng_direct;face.at;turn.at"
lik;"slanty;lean";1;1;0;0;"lik_slanty;lean"
ra;"try;reach;start";1;1;0;0;"ra_try;reach;start"
beekda;"broken;harm";1;1;0;0;"beekda_broken;harm"
wat;"harvest;abandon;throw;embrace";1;1;0;0;"wat_harvest;abandon;throw;embrace"
ka;"irr;diaper";1;1;0;0;"ka_irr;diaper"
ne;"name;eat";1;1;0;0;"ne_name;eat"
ren;"direct;turn.to";1;1;0;0;"ren_direct;turn.to"
kai;drop;1;1;0;0;kai_drop
lang;"be;rub";1;1;0;0;"lang_be;rub"
fokda;grow.big;1;1;0;0;fokda_grow.big
ran;"next;quiet";1;1;0;0;"ran_next;quiet"
b;"together;join";1;1;0;0;"b_together;join"
ienri;show;1;1;0;0;ienri_show
ie?ng;"see;look;look.ipor;know";1;1;0;0;"ie?ng_see;look;look.ipor;know"
tak;"bring.down;empty;bring.down.;stop;shoot";1;1;0;0;"tak_bring.down;empty;bring.down.;stop;shoot"
lu?k;"bend;fight";1;1;0;0;"lu?k_bend;fight"
siei;come.down;1;1;0;0;siei_come.down
ienglaka;know;1;1;0;0;ienglaka_know
tol;reach;1;1;0;0;tol_reach
a;"dur;-;2sa;2sg;at;be.at;be;2sg.agt";1;1;0;0;"a_dur;-;2sa;2sg;at;be.at;be;2sg.agt"
waai;"roof;cover";1;1;0;0;"waai_roof;cover"
yei;"fall;hit";1;1;0;0;"yei_fall;hit"
siyeei;"come.down;expell;arrive;cover;meet";1;1;0;0;"siyeei_come.down;expell;arrive;cover;meet"
ming;"next.to;be.inside";1;1;0;1;"ming_next.to;be.inside"
wit;carry.in.arms;1;1;0;1;wit_carry.in.arms
fal;"soak;separate;peel.skin;be.together;together";1;1;0;1;"fal_soak;separate;peel.skin;be.together;together"
mo;"dew;die;dead";1;1;0;1;"mo_dew;die;dead"
kaanri;"heal;complete;regain.health";1;1;0;1;"kaanri_heal;complete;regain.health"
wa;"be.like.md;like.md;be.like.that;mouth;be.like.md.";1;1;0;1;"wa_be.like.md;like.md;be.like.that;mouth;be.like.md."
wida;like.md;1;1;1;0;wida_like.md
tahang;"ask;be.on;phsl.c";1;1;1;0;"tahang_ask;be.on;phsl.c"
taan;"pass;release;hand;give;pay";1;1;1;0;"taan_pass;release;hand;give;pay"
pe;"be.near;near";1;1;1;0;"pe_be.near;near"
d;"-;hold-pnct;control;with.pnct;do;hold;get";1;1;1;0;"d_-;hold-pnct;control;with.pnct;do;hold;get"
yok;"wet;cover;lift.up;carry.on.head";1;1;1;0;"yok_wet;cover;lift.up;carry.on.head"
ya;"be.rmt;be;water;mother";1;1;1;0;"ya_be.rmt;be;water;mother"
tang;"release;hand;exchange;repay.loan;lend";1;1;1;0;"tang_release;hand;exchange;repay.loan;lend"
uk;withdraw;1;1;1;0;uk_withdraw
i;"lie;put;NO_GLOSS;manage.to;sim;benefit;have";1;1;1;0;"i_lie;put;NO_GLOSS;manage.to;sim;benefit;have"
do;"hold3.loc-;hold.pnct;NO_GLOSS;see;hold.punct;prox;join";1;1;1;0;"do_hold3.loc-;hold.pnct;NO_GLOSS;see;hold.punct;prox;join"
pun;grab;1;1;1;1;pun_grab
dupcv;red;1;1;1;1;dupcv_red
r;"complete;call;reach;reachnot;NO_GLOSS;give;sim;come";1;1;1;1;"r_complete;call;reach;reachnot;NO_GLOSS;give;sim;come"
yaar;"bump.into;go;give.birth";1;1;1;1;"yaar_bump.into;go;give.birth"
ng;"apply;move.to;look;bound.to.do;set;see;be.good;do.involuntarily";1;1;1;1;"ng_apply;move.to;look;bound.to.do;set;see;be.good;do.involuntarily"
